"BehaviorSpace results (NetLogo 6.1.0)"
"diffusion-model-7.nlogo"
"social-influence-experiment"
"08/04/2019 23:24:04:269 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network-density","num-agents","network-type","social-influence","broadcast-influence","fraction-influencers","influencers-weight","[step]","count turtles with [ adopted > 0 ]","count turtles with [ adopted = 1 ]","count influencers with [ adopted > 0 ]","count influencers with [ adopted = 1 ]","count followers with [ adopted > 0 ]","count followers with [ adopted = 1 ]"
"43","0.1","300","random","40","10","0.1","0.7","4","175","98","17","7","158","91"
"39","0.1","300","random","30","10","0.1","0.7","19","298","151","29","18","269","133"
"30","0.1","300","random","20","10","0.1","0.7","40","299","145","29","8","270","137"
"40","0.1","300","random","30","10","0.1","0.7","15","293","139","30","9","263","130"
"37","0.1","300","random","30","10","0.1","0.7","22","299","151","30","13","269","138"
"41","0.1","300","random","40","10","0.1","0.7","15","299","181","29","15","270","166"
"42","0.1","300","random","40","10","0.1","0.7","14","297","180","30","13","267","167"
"43","0.1","300","random","40","10","0.1","0.7","5","205","117","19","9","186","108"
"38","0.1","300","random","30","10","0.1","0.7","22","299","152","30","12","269","140"
"39","0.1","300","random","30","10","0.1","0.7","20","299","152","30","19","269","133"
"30","0.1","300","random","20","10","0.1","0.7","41","299","145","29","8","270","137"
"37","0.1","300","random","30","10","0.1","0.7","23","300","152","30","13","270","139"
"40","0.1","300","random","30","10","0.1","0.7","16","296","141","30","9","266","132"
"41","0.1","300","random","40","10","0.1","0.7","16","299","181","29","15","270","166"
"42","0.1","300","random","40","10","0.1","0.7","15","297","180","30","13","267","167"
"43","0.1","300","random","40","10","0.1","0.7","6","233","136","21","9","212","127"
"38","0.1","300","random","30","10","0.1","0.7","23","299","152","30","12","269","140"
"39","0.1","300","random","30","10","0.1","0.7","21","300","153","30","19","270","134"
"30","0.1","300","random","20","10","0.1","0.7","42","299","145","29","8","270","137"
"44","0.1","300","random","40","10","0.1","0.7","0","0","0","0","0","0","0"
"40","0.1","300","random","30","10","0.1","0.7","17","297","142","30","9","267","133"
"41","0.1","300","random","40","10","0.1","0.7","17","300","181","30","15","270","166"
"42","0.1","300","random","40","10","0.1","0.7","16","297","180","30","13","267","167"
"43","0.1","300","random","40","10","0.1","0.7","7","253","153","22","10","231","143"
"44","0.1","300","random","40","10","0.1","0.7","1","38","6","2","0","36","6"
"38","0.1","300","random","30","10","0.1","0.7","24","299","152","30","12","269","140"
"45","0.1","300","random","40","10","0.1","0.7","0","0","0","0","0","0","0"
"40","0.1","300","random","30","10","0.1","0.7","18","297","142","30","9","267","133"
"46","0.1","300","random","40","10","0.1","0.7","0","0","0","0","0","0","0"
"45","0.1","300","random","40","10","0.1","0.7","1","38","6","2","0","36","6"
"44","0.1","300","random","40","10","0.1","0.7","2","83","29","5","1","78","28"
"43","0.1","300","random","40","10","0.1","0.7","8","271","167","25","12","246","155"
"42","0.1","300","random","40","10","0.1","0.7","17","297","180","30","13","267","167"
"38","0.1","300","random","30","10","0.1","0.7","25","300","152","30","12","270","140"
"45","0.1","300","random","40","10","0.1","0.7","2","67","13","3","0","64","13"
"40","0.1","300","random","30","10","0.1","0.7","19","297","142","30","9","267","133"
"46","0.1","300","random","40","10","0.1","0.7","1","42","7","5","1","37","6"
"45","0.1","300","random","40","10","0.1","0.7","3","112","33","6","2","106","31"
"44","0.1","300","random","40","10","0.1","0.7","3","116","44","7","3","109","41"
"43","0.1","300","random","40","10","0.1","0.7","9","282","176","28","14","254","162"
"42","0.1","300","random","40","10","0.1","0.7","18","297","180","30","13","267","167"
"46","0.1","300","random","40","10","0.1","0.7","2","102","38","8","2","94","36"
"47","0.1","300","random","40","10","0.1","0.7","0","0","0","0","0","0","0"
"40","0.1","300","random","30","10","0.1","0.7","20","297","142","30","9","267","133"
"45","0.1","300","random","40","10","0.1","0.7","4","150","54","10","3","140","51"
"44","0.1","300","random","40","10","0.1","0.7","4","156","70","12","5","144","65"
"46","0.1","300","random","40","10","0.1","0.7","3","158","76","14","5","144","71"
"47","0.1","300","random","40","10","0.1","0.7","1","38","2","3","0","35","2"
"43","0.1","300","random","40","10","0.1","0.7","10","289","181","29","14","260","167"
"42","0.1","300","random","40","10","0.1","0.7","19","298","180","30","13","268","167"
"45","0.1","300","random","40","10","0.1","0.7","5","184","75","14","4","170","71"
"40","0.1","300","random","30","10","0.1","0.7","21","298","143","30","9","268","134"
"47","0.1","300","random","40","10","0.1","0.7","2","66","16","3","0","63","16"
"44","0.1","300","random","40","10","0.1","0.7","5","193","96","17","7","176","89"
"46","0.1","300","random","40","10","0.1","0.7","4","194","99","18","7","176","92"
"43","0.1","300","random","40","10","0.1","0.7","11","292","183","29","14","263","169"
"42","0.1","300","random","40","10","0.1","0.7","20","299","181","30","13","269","168"
"45","0.1","300","random","40","10","0.1","0.7","6","211","94","15","5","196","89"
"40","0.1","300","random","30","10","0.1","0.7","22","299","144","30","9","269","135"
"47","0.1","300","random","40","10","0.1","0.7","3","99","33","6","2","93","31"
"44","0.1","300","random","40","10","0.1","0.7","6","232","125","21","11","211","114"
"46","0.1","300","random","40","10","0.1","0.7","5","221","120","19","8","202","112"
"43","0.1","300","random","40","10","0.1","0.7","12","294","185","29","14","265","171"
"30","0.1","300","random","20","10","0.1","0.7","43","299","145","29","8","270","137"
"42","0.1","300","random","40","10","0.1","0.7","21","299","181","30","13","269","168"
"47","0.1","300","random","40","10","0.1","0.7","4","129","53","9","3","120","50"
"44","0.1","300","random","40","10","0.1","0.7","7","253","138","24","13","229","125"
"40","0.1","300","random","30","10","0.1","0.7","23","299","144","30","9","269","135"
"45","0.1","300","random","40","10","0.1","0.7","7","247","121","21","10","226","111"
"46","0.1","300","random","40","10","0.1","0.7","6","239","136","21","10","218","126"
"30","0.1","300","random","20","10","0.1","0.7","44","300","145","30","8","270","137"
"47","0.1","300","random","40","10","0.1","0.7","5","168","74","12","4","156","70"
"43","0.1","300","random","40","10","0.1","0.7","13","295","185","29","14","266","171"
"44","0.1","300","random","40","10","0.1","0.7","8","269","153","26","15","243","138"
"42","0.1","300","random","40","10","0.1","0.7","22","299","181","30","13","269","168"
"40","0.1","300","random","30","10","0.1","0.7","24","300","145","30","9","270","136"
"48","0.1","300","random","40","10","0.1","0.7","0","0","0","0","0","0","0"
"46","0.1","300","random","40","10","0.1","0.7","7","262","156","23","12","239","144"
"45","0.1","300","random","40","10","0.1","0.7","8","262","133","23","12","239","121"
"44","0.1","300","random","40","10","0.1","0.7","9","279","161","27","16","252","145"
"43","0.1","300","random","40","10","0.1","0.7","14","297","187","30","15","267","172"
"48","0.1","300","random","40","10","0.1","0.7","1","36","3","0","0","36","3"
"42","0.1","300","random","40","10","0.1","0.7","23","300","181","30","13","270","168"
"49","0.1","300","random","40","10","0.1","0.7","0","0","0","0","0","0","0"
"44","0.1","300","random","40","10","0.1","0.7","10","289","168","28","17","261","151"
"47","0.1","300","random","40","10","0.1","0.7","6","205","98","20","8","185","90"
"46","0.1","300","random","40","10","0.1","0.7","8","278","172","26","15","252","157"
"48","0.1","300","random","40","10","0.1","0.7","2","84","23","6","1","78","22"
"45","0.1","300","random","40","10","0.1","0.7","9","280","149","27","16","253","133"
"43","0.1","300","random","40","10","0.1","0.7","15","298","188","30","15","268","173"
"49","0.1","300","random","40","10","0.1","0.7","1","38","14","5","0","33","14"
"44","0.1","300","random","40","10","0.1","0.7","11","294","173","28","17","266","156"
"50","0.1","300","random","40","10","0.1","0.7","0","0","0","0","0","0","0"
"46","0.1","300","random","40","10","0.1","0.7","9","289","180","28","17","261","163"
"47","0.1","300","random","40","10","0.1","0.7","7","235","123","21","8","214","115"
"48","0.1","300","random","40","10","0.1","0.7","3","128","42","6","1","122","41"
"43","0.1","300","random","40","10","0.1","0.7","16","299","189","30","15","269","174"
"49","0.1","300","random","40","10","0.1","0.7","2","81","33","6","0","75","33"
"45","0.1","300","random","40","10","0.1","0.7","10","290","156","27","16","263","140"
"48","0.1","300","random","40","10","0.1","0.7","4","163","62","9","2","154","60"
"47","0.1","300","random","40","10","0.1","0.7","8","253","137","22","8","231","129"
"44","0.1","300","random","40","10","0.1","0.7","12","296","174","29","18","267","156"
"50","0.1","300","random","40","10","0.1","0.7","1","23","3","2","1","21","2"
"46","0.1","300","random","40","10","0.1","0.7","10","291","181","29","17","262","164"
"49","0.1","300","random","40","10","0.1","0.7","3","136","69","9","0","127","69"
"45","0.1","300","random","40","10","0.1","0.7","11","294","160","30","19","264","141"
"43","0.1","300","random","40","10","0.1","0.7","17","299","189","30","15","269","174"
"48","0.1","300","random","40","10","0.1","0.7","5","193","83","15","7","178","76"
"50","0.1","300","random","40","10","0.1","0.7","2","69","23","4","1","65","22"
"47","0.1","300","random","40","10","0.1","0.7","9","267","147","24","10","243","137"
"49","0.1","300","random","40","10","0.1","0.7","4","175","96","12","2","163","94"
"44","0.1","300","random","40","10","0.1","0.7","13","298","176","29","18","269","158"
"46","0.1","300","random","40","10","0.1","0.7","11","294","181","29","17","265","164"
"48","0.1","300","random","40","10","0.1","0.7","6","220","98","18","8","202","90"
"50","0.1","300","random","40","10","0.1","0.7","3","111","43","8","2","103","41"
"45","0.1","300","random","40","10","0.1","0.7","12","297","163","30","19","267","144"
"43","0.1","300","random","40","10","0.1","0.7","18","299","189","30","15","269","174"
"49","0.1","300","random","40","10","0.1","0.7","5","202","118","16","4","186","114"
"47","0.1","300","random","40","10","0.1","0.7","10","275","153","25","10","250","143"
"44","0.1","300","random","40","10","0.1","0.7","14","299","177","29","18","270","159"
"46","0.1","300","random","40","10","0.1","0.7","12","298","183","30","17","268","166"
"48","0.1","300","random","40","10","0.1","0.7","7","249","124","21","11","228","113"
"45","0.1","300","random","40","10","0.1","0.7","13","299","163","30","19","269","144"
"50","0.1","300","random","40","10","0.1","0.7","4","156","71","12","4","144","67"
"43","0.1","300","random","40","10","0.1","0.7","19","300","190","30","15","270","175"
"47","0.1","300","random","40","10","0.1","0.7","11","283","161","25","10","258","151"
"44","0.1","300","random","40","10","0.1","0.7","15","299","177","29","18","270","159"
"48","0.1","300","random","40","10","0.1","0.7","8","269","141","25","14","244","127"
"45","0.1","300","random","40","10","0.1","0.7","14","299","163","30","19","269","144"
"50","0.1","300","random","40","10","0.1","0.7","5","197","101","15","7","182","94"
"51","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"44","0.1","300","random","40","10","0.1","0.7","16","299","177","29","18","270","159"
"46","0.1","300","random","40","10","0.1","0.7","13","299","183","30","17","269","166"
"48","0.1","300","random","40","10","0.1","0.7","9","278","148","25","14","253","134"
"47","0.1","300","random","40","10","0.1","0.7","12","286","163","25","10","261","153"
"51","0.1","300","random","50","10","0.1","0.7","1","43","11","5","0","38","11"
"45","0.1","300","random","40","10","0.1","0.7","15","299","163","30","19","269","144"
"50","0.1","300","random","40","10","0.1","0.7","6","221","120","19","11","202","109"
"49","0.1","300","random","40","10","0.1","0.7","6","233","143","21","6","212","137"
"44","0.1","300","random","40","10","0.1","0.7","17","299","177","29","18","270","159"
"51","0.1","300","random","50","10","0.1","0.7","2","91","42","10","3","81","39"
"48","0.1","300","random","40","10","0.1","0.7","10","290","159","27","16","263","143"
"46","0.1","300","random","40","10","0.1","0.7","14","299","183","30","17","269","166"
"47","0.1","300","random","40","10","0.1","0.7","13","290","167","26","11","264","156"
"50","0.1","300","random","40","10","0.1","0.7","7","241","132","22","11","219","121"
"45","0.1","300","random","40","10","0.1","0.7","16","299","163","30","19","269","144"
"49","0.1","300","random","40","10","0.1","0.7","7","254","158","24","8","230","150"
"51","0.1","300","random","50","10","0.1","0.7","3","141","75","11","3","130","72"
"44","0.1","300","random","40","10","0.1","0.7","18","299","177","29","18","270","159"
"48","0.1","300","random","40","10","0.1","0.7","11","293","162","28","17","265","145"
"46","0.1","300","random","40","10","0.1","0.7","15","299","183","30","17","269","166"
"47","0.1","300","random","40","10","0.1","0.7","14","291","168","26","11","265","157"
"50","0.1","300","random","40","10","0.1","0.7","8","263","150","24","11","239","139"
"45","0.1","300","random","40","10","0.1","0.7","17","299","163","30","19","269","144"
"49","0.1","300","random","40","10","0.1","0.7","8","272","173","26","9","246","164"
"51","0.1","300","random","50","10","0.1","0.7","4","190","113","15","6","175","107"
"44","0.1","300","random","40","10","0.1","0.7","19","299","177","29","18","270","159"
"48","0.1","300","random","40","10","0.1","0.7","12","295","164","28","17","267","147"
"46","0.1","300","random","40","10","0.1","0.7","16","300","184","30","17","270","167"
"47","0.1","300","random","40","10","0.1","0.7","15","293","169","26","11","267","158"
"50","0.1","300","random","40","10","0.1","0.7","9","278","163","26","13","252","150"
"45","0.1","300","random","40","10","0.1","0.7","18","299","163","30","19","269","144"
"49","0.1","300","random","40","10","0.1","0.7","9","283","183","27","10","256","173"
"51","0.1","300","random","50","10","0.1","0.7","5","233","146","20","10","213","136"
"44","0.1","300","random","40","10","0.1","0.7","20","299","177","29","18","270","159"
"52","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"48","0.1","300","random","40","10","0.1","0.7","13","298","167","29","18","269","149"
"47","0.1","300","random","40","10","0.1","0.7","16","294","170","26","11","268","159"
"50","0.1","300","random","40","10","0.1","0.7","10","288","173","28","15","260","158"
"45","0.1","300","random","40","10","0.1","0.7","19","299","163","30","19","269","144"
"51","0.1","300","random","50","10","0.1","0.7","6","253","164","23","12","230","152"
"49","0.1","300","random","40","10","0.1","0.7","10","287","187","27","10","260","177"
"52","0.1","300","random","50","10","0.1","0.7","1","38","11","3","0","35","11"
"44","0.1","300","random","40","10","0.1","0.7","21","299","177","29","18","270","159"
"48","0.1","300","random","40","10","0.1","0.7","14","298","167","29","18","269","149"
"47","0.1","300","random","40","10","0.1","0.7","17","298","173","28","12","270","161"
"50","0.1","300","random","40","10","0.1","0.7","11","296","179","29","15","267","164"
"45","0.1","300","random","40","10","0.1","0.7","20","300","164","30","19","270","145"
"52","0.1","300","random","50","10","0.1","0.7","2","79","26","7","1","72","25"
"51","0.1","300","random","50","10","0.1","0.7","7","278","186","24","12","254","174"
"49","0.1","300","random","40","10","0.1","0.7","11","293","191","28","10","265","181"
"44","0.1","300","random","40","10","0.1","0.7","22","299","177","29","18","270","159"
"48","0.1","300","random","40","10","0.1","0.7","15","299","167","29","18","270","149"
"52","0.1","300","random","50","10","0.1","0.7","3","126","59","13","7","113","52"
"47","0.1","300","random","40","10","0.1","0.7","18","298","173","28","12","270","161"
"50","0.1","300","random","40","10","0.1","0.7","12","298","180","30","16","268","164"
"53","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"51","0.1","300","random","50","10","0.1","0.7","8","288","194","25","13","263","181"
"49","0.1","300","random","40","10","0.1","0.7","12","294","192","28","10","266","182"
"53","0.1","300","random","50","10","0.1","0.7","1","27","3","2","0","25","3"
"52","0.1","300","random","50","10","0.1","0.7","4","171","93","16","8","155","85"
"44","0.1","300","random","40","10","0.1","0.7","23","300","177","30","18","270","159"
"48","0.1","300","random","40","10","0.1","0.7","16","299","167","29","18","270","149"
"50","0.1","300","random","40","10","0.1","0.7","13","299","181","30","16","269","165"
"47","0.1","300","random","40","10","0.1","0.7","19","298","173","28","12","270","161"
"51","0.1","300","random","50","10","0.1","0.7","9","294","197","26","14","268","183"
"53","0.1","300","random","50","10","0.1","0.7","2","77","19","8","2","69","17"
"49","0.1","300","random","40","10","0.1","0.7","13","294","192","28","10","266","182"
"52","0.1","300","random","50","10","0.1","0.7","5","215","128","20","9","195","119"
"48","0.1","300","random","40","10","0.1","0.7","17","299","167","29","18","270","149"
"54","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"50","0.1","300","random","40","10","0.1","0.7","14","299","181","30","16","269","165"
"47","0.1","300","random","40","10","0.1","0.7","20","300","175","30","14","270","161"
"53","0.1","300","random","50","10","0.1","0.7","3","137","62","13","4","124","58"
"51","0.1","300","random","50","10","0.1","0.7","10","299","202","29","17","270","185"
"49","0.1","300","random","40","10","0.1","0.7","14","296","194","28","10","268","184"
"54","0.1","300","random","50","10","0.1","0.7","1","39","10","4","2","35","8"
"52","0.1","300","random","50","10","0.1","0.7","6","248","156","21","10","227","146"
"48","0.1","300","random","40","10","0.1","0.7","18","300","168","30","19","270","149"
"50","0.1","300","random","40","10","0.1","0.7","15","300","182","30","16","270","166"
"55","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"54","0.1","300","random","50","10","0.1","0.7","2","119","61","14","7","105","54"
"53","0.1","300","random","50","10","0.1","0.7","4","195","108","17","7","178","101"
"49","0.1","300","random","40","10","0.1","0.7","15","296","194","28","10","268","184"
"51","0.1","300","random","50","10","0.1","0.7","11","299","202","29","17","270","185"
"52","0.1","300","random","50","10","0.1","0.7","7","267","170","21","10","246","160"
"55","0.1","300","random","50","10","0.1","0.7","1","36","7","2","0","34","7"
"56","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"54","0.1","300","random","50","10","0.1","0.7","3","168","98","19","10","149","88"
"57","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"53","0.1","300","random","50","10","0.1","0.7","5","223","132","19","9","204","123"
"55","0.1","300","random","50","10","0.1","0.7","2","73","23","4","0","69","23"
"49","0.1","300","random","40","10","0.1","0.7","16","296","194","28","10","268","184"
"56","0.1","300","random","50","10","0.1","0.7","1","40","7","6","2","34","5"
"51","0.1","300","random","50","10","0.1","0.7","12","299","202","29","17","270","185"
"52","0.1","300","random","50","10","0.1","0.7","8","276","174","22","10","254","164"
"57","0.1","300","random","50","10","0.1","0.7","1","27","4","3","0","24","4"
"54","0.1","300","random","50","10","0.1","0.7","4","221","139","22","12","199","127"
"53","0.1","300","random","50","10","0.1","0.7","6","247","153","20","10","227","143"
"55","0.1","300","random","50","10","0.1","0.7","3","133","55","11","2","122","53"
"56","0.1","300","random","50","10","0.1","0.7","2","95","35","9","3","86","32"
"49","0.1","300","random","40","10","0.1","0.7","17","297","194","29","10","268","184"
"52","0.1","300","random","50","10","0.1","0.7","9","286","179","25","11","261","168"
"57","0.1","300","random","50","10","0.1","0.7","2","69","24","7","2","62","22"
"51","0.1","300","random","50","10","0.1","0.7","13","299","202","29","17","270","185"
"54","0.1","300","random","50","10","0.1","0.7","5","247","159","24","14","223","145"
"56","0.1","300","random","50","10","0.1","0.7","3","149","68","12","3","137","65"
"55","0.1","300","random","50","10","0.1","0.7","4","174","82","16","5","158","77"
"53","0.1","300","random","50","10","0.1","0.7","7","259","163","22","12","237","151"
"57","0.1","300","random","50","10","0.1","0.7","3","124","63","11","3","113","60"
"49","0.1","300","random","40","10","0.1","0.7","18","297","194","29","10","268","184"
"52","0.1","300","random","50","10","0.1","0.7","10","290","182","27","13","263","169"
"51","0.1","300","random","50","10","0.1","0.7","14","299","202","29","17","270","185"
"54","0.1","300","random","50","10","0.1","0.7","6","266","175","26","15","240","160"
"56","0.1","300","random","50","10","0.1","0.7","4","190","98","14","4","176","94"
"55","0.1","300","random","50","10","0.1","0.7","5","219","116","20","8","199","108"
"53","0.1","300","random","50","10","0.1","0.7","8","271","173","22","12","249","161"
"57","0.1","300","random","50","10","0.1","0.7","4","174","103","14","5","160","98"
"49","0.1","300","random","40","10","0.1","0.7","19","297","194","29","10","268","184"
"52","0.1","300","random","50","10","0.1","0.7","11","293","184","28","14","265","170"
"51","0.1","300","random","50","10","0.1","0.7","15","299","202","29","17","270","185"
"56","0.1","300","random","50","10","0.1","0.7","5","228","129","17","7","211","122"
"54","0.1","300","random","50","10","0.1","0.7","7","280","183","27","16","253","167"
"55","0.1","300","random","50","10","0.1","0.7","6","244","138","21","9","223","129"
"53","0.1","300","random","50","10","0.1","0.7","9","275","177","22","12","253","165"
"57","0.1","300","random","50","10","0.1","0.7","5","220","138","17","6","203","132"
"52","0.1","300","random","50","10","0.1","0.7","12","296","187","29","15","267","172"
"49","0.1","300","random","40","10","0.1","0.7","20","297","194","29","10","268","184"
"51","0.1","300","random","50","10","0.1","0.7","16","299","202","29","17","270","185"
"56","0.1","300","random","50","10","0.1","0.7","6","256","152","23","10","233","142"
"55","0.1","300","random","50","10","0.1","0.7","7","271","160","24","11","247","149"
"54","0.1","300","random","50","10","0.1","0.7","8","290","190","29","17","261","173"
"53","0.1","300","random","50","10","0.1","0.7","10","281","182","26","16","255","166"
"57","0.1","300","random","50","10","0.1","0.7","6","247","161","22","11","225","150"
"49","0.1","300","random","40","10","0.1","0.7","21","297","194","29","10","268","184"
"56","0.1","300","random","50","10","0.1","0.7","7","275","169","25","12","250","157"
"52","0.1","300","random","50","10","0.1","0.7","13","297","188","29","15","268","173"
"51","0.1","300","random","50","10","0.1","0.7","17","299","202","29","17","270","185"
"54","0.1","300","random","50","10","0.1","0.7","9","295","194","30","17","265","177"
"53","0.1","300","random","50","10","0.1","0.7","11","291","191","28","18","263","173"
"55","0.1","300","random","50","10","0.1","0.7","8","286","175","26","13","260","162"
"57","0.1","300","random","50","10","0.1","0.7","7","267","179","24","12","243","167"
"56","0.1","300","random","50","10","0.1","0.7","8","288","181","26","13","262","168"
"49","0.1","300","random","40","10","0.1","0.7","22","297","194","29","10","268","184"
"54","0.1","300","random","50","10","0.1","0.7","10","297","196","30","17","267","179"
"51","0.1","300","random","50","10","0.1","0.7","18","299","202","29","17","270","185"
"52","0.1","300","random","50","10","0.1","0.7","14","297","188","29","15","268","173"
"53","0.1","300","random","50","10","0.1","0.7","12","294","193","28","18","266","175"
"55","0.1","300","random","50","10","0.1","0.7","9","292","180","28","14","264","166"
"56","0.1","300","random","50","10","0.1","0.7","9","291","183","28","14","263","169"
"57","0.1","300","random","50","10","0.1","0.7","8","282","192","27","14","255","178"
"49","0.1","300","random","40","10","0.1","0.7","23","297","194","29","10","268","184"
"54","0.1","300","random","50","10","0.1","0.7","11","298","197","30","17","268","180"
"51","0.1","300","random","50","10","0.1","0.7","19","299","202","29","17","270","185"
"52","0.1","300","random","50","10","0.1","0.7","15","297","188","29","15","268","173"
"53","0.1","300","random","50","10","0.1","0.7","13","294","193","28","18","266","175"
"55","0.1","300","random","50","10","0.1","0.7","10","298","184","29","15","269","169"
"56","0.1","300","random","50","10","0.1","0.7","10","295","186","29","15","266","171"
"57","0.1","300","random","50","10","0.1","0.7","9","290","199","28","15","262","184"
"49","0.1","300","random","40","10","0.1","0.7","24","297","194","29","10","268","184"
"54","0.1","300","random","50","10","0.1","0.7","12","298","197","30","17","268","180"
"51","0.1","300","random","50","10","0.1","0.7","20","299","202","29","17","270","185"
"52","0.1","300","random","50","10","0.1","0.7","16","298","188","30","15","268","173"
"53","0.1","300","random","50","10","0.1","0.7","14","296","195","28","18","268","177"
"55","0.1","300","random","50","10","0.1","0.7","11","298","184","29","15","269","169"
"56","0.1","300","random","50","10","0.1","0.7","11","295","186","29","15","266","171"
"57","0.1","300","random","50","10","0.1","0.7","10","293","201","28","15","265","186"
"54","0.1","300","random","50","10","0.1","0.7","13","298","197","30","17","268","180"
"49","0.1","300","random","40","10","0.1","0.7","25","298","194","29","10","269","184"
"52","0.1","300","random","50","10","0.1","0.7","17","298","188","30","15","268","173"
"51","0.1","300","random","50","10","0.1","0.7","21","300","203","30","18","270","185"
"53","0.1","300","random","50","10","0.1","0.7","15","298","196","29","18","269","178"
"55","0.1","300","random","50","10","0.1","0.7","12","300","185","30","16","270","169"
"56","0.1","300","random","50","10","0.1","0.7","12","297","188","29","15","268","173"
"57","0.1","300","random","50","10","0.1","0.7","11","296","202","28","15","268","187"
"54","0.1","300","random","50","10","0.1","0.7","14","299","198","30","17","269","181"
"49","0.1","300","random","40","10","0.1","0.7","26","298","194","29","10","269","184"
"58","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"52","0.1","300","random","50","10","0.1","0.7","18","300","188","30","15","270","173"
"53","0.1","300","random","50","10","0.1","0.7","16","299","196","29","18","270","178"
"59","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"58","0.1","300","random","50","10","0.1","0.7","1","32","3","0","0","32","3"
"56","0.1","300","random","50","10","0.1","0.7","13","298","189","29","15","269","174"
"57","0.1","300","random","50","10","0.1","0.7","12","299","205","29","16","270","189"
"54","0.1","300","random","50","10","0.1","0.7","15","299","198","30","17","269","181"
"49","0.1","300","random","40","10","0.1","0.7","27","298","194","29","10","269","184"
"60","0.1","300","random","50","10","0.1","0.7","0","0","0","0","0","0","0"
"53","0.1","300","random","50","10","0.1","0.7","17","299","196","29","18","270","178"
"59","0.1","300","random","50","10","0.1","0.7","1","53","16","6","0","47","16"
"58","0.1","300","random","50","10","0.1","0.7","2","59","8","0","0","59","8"
"56","0.1","300","random","50","10","0.1","0.7","14","298","189","29","15","269","174"
"60","0.1","300","random","50","10","0.1","0.7","1","51","18","4","1","47","17"
"57","0.1","300","random","50","10","0.1","0.7","13","299","205","29","16","270","189"
"54","0.1","300","random","50","10","0.1","0.7","16","299","198","30","17","269","181"
"59","0.1","300","random","50","10","0.1","0.7","2","106","48","8","1","98","47"
"49","0.1","300","random","40","10","0.1","0.7","28","298","194","29","10","269","184"
"58","0.1","300","random","50","10","0.1","0.7","3","96","24","3","1","93","23"
"53","0.1","300","random","50","10","0.1","0.7","18","299","196","29","18","270","178"
"60","0.1","300","random","50","10","0.1","0.7","2","115","57","8","3","107","54"
"56","0.1","300","random","50","10","0.1","0.7","15","299","190","29","15","270","175"
"59","0.1","300","random","50","10","0.1","0.7","3","159","81","16","5","143","76"
"57","0.1","300","random","50","10","0.1","0.7","14","300","205","30","16","270","189"
"54","0.1","300","random","50","10","0.1","0.7","17","299","198","30","17","269","181"
"58","0.1","300","random","50","10","0.1","0.7","4","148","60","10","5","138","55"
"49","0.1","300","random","40","10","0.1","0.7","29","298","194","29","10","269","184"
"53","0.1","300","random","50","10","0.1","0.7","19","299","196","29","18","270","178"
"60","0.1","300","random","50","10","0.1","0.7","3","168","98","16","7","152","91"
"59","0.1","300","random","50","10","0.1","0.7","4","204","117","24","11","180","106"
"61","0.1","300","random","60","10","0.1","0.7","0","0","0","0","0","0","0"
"58","0.1","300","random","50","10","0.1","0.7","5","178","80","14","7","164","73"
"56","0.1","300","random","50","10","0.1","0.7","16","299","190","29","15","270","175"
"54","0.1","300","random","50","10","0.1","0.7","18","299","198","30","17","269","181"
"49","0.1","300","random","40","10","0.1","0.7","30","298","194","29","10","269","184"
"53","0.1","300","random","50","10","0.1","0.7","20","299","196","29","18","270","178"
"60","0.1","300","random","50","10","0.1","0.7","4","207","125","20","10","187","115"
"61","0.1","300","random","60","10","0.1","0.7","1","36","5","2","0","34","5"
"58","0.1","300","random","50","10","0.1","0.7","6","216","109","14","7","202","102"
"59","0.1","300","random","50","10","0.1","0.7","5","249","151","26","12","223","139"
"56","0.1","300","random","50","10","0.1","0.7","17","299","190","29","15","270","175"
"54","0.1","300","random","50","10","0.1","0.7","19","299","198","30","17","269","181"
"53","0.1","300","random","50","10","0.1","0.7","21","299","196","29","18","270","178"
"49","0.1","300","random","40","10","0.1","0.7","31","298","194","29","10","269","184"
"61","0.1","300","random","60","10","0.1","0.7","2","81","24","8","1","73","23"
"60","0.1","300","random","50","10","0.1","0.7","5","245","158","24","14","221","144"
"58","0.1","300","random","50","10","0.1","0.7","7","246","133","16","8","230","125"
"59","0.1","300","random","50","10","0.1","0.7","6","273","172","27","13","246","159"
"56","0.1","300","random","50","10","0.1","0.7","18","299","190","29","15","270","175"
"54","0.1","300","random","50","10","0.1","0.7","20","299","198","30","17","269","181"
"61","0.1","300","random","60","10","0.1","0.7","3","130","60","14","4","116","56"
"53","0.1","300","random","50","10","0.1","0.7","22","300","196","30","18","270","178"
"49","0.1","300","random","40","10","0.1","0.7","32","298","194","29","10","269","184"
